EmployeeID,EmployeeName,Department,Gender,Ethnicity,Region,MonthlySalary,HireDate,ExitDate,AttritionFlag,PerformanceRating,HighPerformerAttrition,ReasonForLeaving,TenureYears,TenureBucket
977,James Schneider PhD,Finance,Female,Other,Asia,118712,2020-05-30,,0,High,0,,1.59,1-3 Years
978,Vanessa Bryant,Finance,Female,Asian,South America,41405,2018-09-29,,0,Standard,0,,3.26,3-5 Years
979,Chase Wilson,Finance,Male,Black,Europe,54923,2020-08-18,,0,Standard,0,,1.37,1-3 Years
980,Brian Hicks,Finance,Female,Asian,North America,47143,2018-11-04,,0,Standard,0,,3.16,3-5 Years
981,Paul Rogers,Finance,Female,Black,Europe,82094,2016-04-29,,0,Standard,0,,5.68,5+ Years
982,Timothy Gutierrez,Finance,Male,Black,South America,53977,2020-04-16,,0,High,0,,1.71,1-3 Years
983,Angela Jimenez,Finance,Female,Asian,North America,110556,2017-04-09,,0,High,0,,4.73,3-5 Years
984,Robert King,Finance,Male,Black,Asia,54595,2020-09-18,,0,High,0,,1.28,1-3 Years
985,Amanda Nelson,Finance,Female,Asian,South America,116876,2017-01-19,,0,Standard,0,,4.95,3-5 Years
986,Gina Arnold,Finance,Male,Asian,Europe,50303,2020-05-16,,0,Standard,0,,1.63,1-3 Years
987,Steven Webb,Finance,Female,Asian,Europe,43969,2020-12-24,,0,Standard,0,,1.02,1-3 Years
988,Patricia Martin,Finance,Female,Asian,South America,116084,2020-07-23,,0,Standard,0,,1.44,1-3 Years
989,Edward Gardner,Finance,Male,Asian,Europe,88353,2019-10-21,,0,Standard,0,,2.2,1-3 Years
990,Christina Diaz,Finance,Male,Black,South America,118749,2021-03-02,,0,Standard,0,,0.83,0-1 Years
991,Michael Baker,Finance,Male,Asian,North America,98874,2019-01-05,,0,Standard,0,,2.99,1-3 Years
992,Brian Brown,Finance,Female,Black,South America,85712,2016-01-04,,0,High,0,,5.99,5+ Years
993,Daniel Cuevas,Finance,Male,Other,Europe,87762,2019-07-21,,0,High,0,,2.45,1-3 Years
994,Raymond Mcclain,Finance,Female,Asian,Europe,84961,2018-03-18,,0,High,0,,3.79,3-5 Years
995,Martin Jones,Finance,Female,Black,North America,118027,2016-08-23,,0,Standard,0,,5.36,5+ Years
996,Julie Martinez,Finance,Female,Asian,Asia,96484,2019-02-24,,0,High,0,,2.85,1-3 Years
997,Claudia Lyons,Finance,Male,Asian,Europe,48549,2019-06-13,,0,High,0,,2.55,1-3 Years
998,Kelly Richardson,Finance,Female,Other,North America,101539,2019-04-20,,0,High,0,,2.7,1-3 Years
999,Jack Ponce,Finance,Male,Asian,North America,71679,2016-01-28,2021-11-27,1,Standard,0,Management Issues,5.84,5+ Years
1000,Stephen Smith,Finance,Male,Black,Asia,48679,2016-04-25,,0,Standard,0,,5.69,5+ Years
1001,Bonnie Turner MD,Finance,Male,Other,Europe,84799,2018-05-31,,0,Standard,0,,3.59,3-5 Years
1002,Ashley Garcia,Finance,Male,Asian,North America,92407,2019-09-08,,0,High,0,,2.32,1-3 Years
1003,Mrs. Tracie Stanley,Finance,Female,Asian,Europe,58282,2018-04-05,,0,Standard,0,,3.74,3-5 Years
1004,Patricia Weber,Finance,Male,Black,North America,72613,2020-04-04,2021-06-19,1,Standard,0,Better Opportunity,1.21,1-3 Years
1005,Sylvia Hayes,Finance,Female,Other,North America,78278,2018-10-28,,0,High,0,,3.18,3-5 Years
1006,Maureen Robinson,Finance,Male,Other,South America,56037,2018-10-30,,0,High,0,,3.17,3-5 Years
1007,Rhonda Ray,Finance,Female,Other,Europe,60027,2020-05-18,,0,Standard,0,,1.62,1-3 Years
1008,Troy Beck,Finance,Female,Other,Asia,78128,2017-11-01,,0,High,0,,4.17,3-5 Years
1009,Patricia Hart,Finance,Male,Asian,South America,57856,2016-07-25,,0,Standard,0,,5.44,5+ Years
1010,Kimberly Martin,Finance,Female,Asian,Europe,108232,2020-11-28,,0,Standard,0,,1.09,1-3 Years
1011,Charles Peterson,Finance,Female,Asian,North America,64379,2020-05-30,2021-09-16,1,High,1,Better Opportunity,1.3,1-3 Years
1012,Miranda Green,Finance,Male,Other,Europe,113524,2020-02-10,,0,Standard,0,,1.89,1-3 Years
1013,Alexander Shaw,Finance,Female,Other,Asia,116890,2016-07-20,,0,High,0,,5.45,5+ Years
1014,Nathan Lee,Finance,Male,Asian,Asia,56784,2019-12-08,,0,High,0,,2.07,1-3 Years
1015,James Williams,Finance,Female,Black,South America,65903,2018-05-20,,0,Standard,0,,3.62,3-5 Years
1016,Allison Gray,Finance,Female,Black,Europe,114934,2017-08-30,,0,High,0,,4.34,3-5 Years
1017,Heidi Johnson,Finance,Female,Black,South America,50034,2016-11-13,,0,Standard,0,,5.13,5+ Years
1018,Edward Kent,Finance,Male,Black,South America,100790,2016-12-19,,0,Standard,0,,5.04,5+ Years
1019,Ellen Simpson,Finance,Female,Asian,Asia,72648,2016-07-05,,0,Standard,0,,5.49,5+ Years
1020,Amy Thomas,Finance,Female,Asian,Asia,100632,2017-09-15,2021-09-01,1,High,1,Salary,3.96,3-5 Years
1021,Brian Anthony,Finance,Male,Other,South America,69875,2021-05-11,,0,Standard,0,,0.64,0-1 Years
1022,Jessica Williams,Finance,Female,Asian,Europe,47582,2017-06-28,,0,Standard,0,,4.51,3-5 Years
1023,Ashley Chen,Finance,Male,Black,Europe,49388,2016-01-17,,0,High,0,,5.96,5+ Years
1024,Mario Fuentes,Finance,Male,Black,North America,86482,2018-04-11,,0,Standard,0,,3.73,3-5 Years
1025,Michelle Cain,Finance,Male,Black,Asia,70302,2016-11-04,,0,Standard,0,,5.16,5+ Years
1026,Brittany Osborne,Finance,Female,Asian,Europe,77441,2020-01-30,,0,Standard,0,,1.92,1-3 Years
1027,Travis Leblanc,Finance,Male,Asian,Europe,53350,2018-07-03,,0,Standard,0,,3.5,3-5 Years
1028,Rebecca Johnson,Finance,Female,Asian,North America,93505,2017-03-25,,0,Standard,0,,4.77,3-5 Years
1029,Julie Wright,Finance,Female,Asian,Asia,91134,2016-09-15,,0,Standard,0,,5.3,5+ Years
1030,Samuel Walls,Finance,Female,Asian,South America,61370,2018-06-02,,0,Standard,0,,3.58,3-5 Years
1031,Andrew Valencia,Finance,Female,Black,North America,48902,2018-05-12,,0,Standard,0,,3.64,3-5 Years
1032,James Maddox,Finance,Female,Black,Asia,90438,2018-04-21,,0,Standard,0,,3.7,3-5 Years
1033,Hannah Barron,Finance,Female,Asian,Asia,54833,2018-11-18,,0,Standard,0,,3.12,3-5 Years
1034,Mary Garcia,Finance,Male,Other,North America,65079,2017-05-04,,0,High,0,,4.66,3-5 Years
1035,Thomas Flores,Finance,Male,Asian,North America,97812,2020-02-04,,0,High,0,,1.91,1-3 Years
1036,Deanna Flores,Finance,Female,Asian,Europe,69092,2019-03-17,,0,Standard,0,,2.79,1-3 Years
1037,Mark Schmidt,Finance,Female,Other,Asia,42414,2019-06-03,,0,High,0,,2.58,1-3 Years
1038,Amber Jacobs,Finance,Male,Asian,Asia,43574,2018-03-04,,0,Standard,0,,3.83,3-5 Years
1039,Tina Walker,Finance,Male,Black,Europe,60425,2020-05-12,,0,High,0,,1.64,1-3 Years
1040,Robert Lyons,Finance,Male,Asian,Europe,86229,2019-06-08,,0,Standard,0,,2.57,1-3 Years
1041,Jacob Berg,Finance,Male,Other,South America,42356,2019-01-06,,0,Standard,0,,2.99,1-3 Years
1042,Jeremy Hess,Finance,Male,Asian,Europe,64394,2017-07-25,2021-09-23,1,Standard,0,Better Opportunity,4.17,3-5 Years
1043,Jennifer Parker,Finance,Male,Black,South America,41382,2020-11-16,,0,High,0,,1.12,1-3 Years
1044,David Green,Finance,Male,Asian,Europe,44538,2020-06-09,,0,Standard,0,,1.56,1-3 Years
1045,David Howell,Finance,Male,Asian,Europe,64809,2019-06-28,,0,Standard,0,,2.51,1-3 Years
1046,Alyssa Molina,Finance,Female,Black,Asia,53098,2016-05-23,,0,Standard,0,,5.61,5+ Years
1047,Rebecca Ortiz,Finance,Male,Other,South America,52496,2018-02-23,,0,Standard,0,,3.85,3-5 Years
1048,Steven Davis,Finance,Female,Other,Asia,54308,2020-05-15,,0,Standard,0,,1.63,1-3 Years
1049,Teresa Davis,Finance,Male,Other,Asia,116594,2021-07-15,,0,High,0,,0.46,0-1 Years
1050,Dr. Elizabeth Donovan,Finance,Male,Asian,Europe,88501,2018-12-17,,0,High,0,,3.04,3-5 Years
1051,Jessica Hernandez,Finance,Male,Other,North America,46483,2016-10-21,,0,Standard,0,,5.2,5+ Years
1052,Nichole Wilson,Finance,Male,Asian,Asia,87263,2018-06-10,,0,Standard,0,,3.56,3-5 Years
1053,Theresa Gomez,Finance,Female,Asian,North America,63528,2017-11-20,,0,Standard,0,,4.12,3-5 Years
1054,Jason Berry,Finance,Female,Asian,South America,63784,2018-07-05,,0,Standard,0,,3.49,3-5 Years
1055,James Figueroa,Finance,Male,Black,Asia,104960,2018-04-03,,0,High,0,,3.75,3-5 Years
1056,Wendy Simpson,Finance,Male,Black,Asia,81851,2020-10-13,,0,Standard,0,,1.22,1-3 Years
1057,Jessica Todd,Finance,Female,Other,South America,109412,2017-03-29,,0,Standard,0,,4.76,3-5 Years
1058,Gregory Gonzalez,Finance,Female,Asian,North America,50228,2019-03-27,,0,Standard,0,,2.77,1-3 Years
1059,Travis Smith,Finance,Female,Asian,Europe,104569,2017-11-15,,0,Standard,0,,4.13,3-5 Years
1060,Joshua Williamson,Finance,Male,Asian,Asia,91397,2016-08-27,,0,Standard,0,,5.35,5+ Years
1061,Jennifer Thompson,Finance,Male,Other,Europe,108676,2020-12-01,,0,Standard,0,,1.08,1-3 Years
1062,Stephanie Nguyen,Finance,Male,Asian,Europe,113680,2018-09-13,,0,Standard,0,,3.3,3-5 Years
1063,Kellie Blake,Finance,Female,Other,South America,48201,2017-08-26,,0,Standard,0,,4.35,3-5 Years
1064,Lisa Bell,Finance,Female,Other,Europe,50848,2017-11-19,,0,Standard,0,,4.12,3-5 Years
1065,Corey Garrett,Finance,Female,Other,South America,68634,2021-01-29,,0,Standard,0,,0.92,0-1 Years
1066,Patricia Case,Finance,Female,Other,South America,95194,2019-02-20,,0,Standard,0,,2.86,1-3 Years
1067,Bethany Jones,Finance,Male,Black,Europe,101277,2016-10-30,,0,Standard,0,,5.17,5+ Years
1068,Edward Young,Finance,Male,Asian,Europe,110988,2018-12-12,,0,Standard,0,,3.05,3-5 Years
1069,Terry Carr,Finance,Female,Other,North America,86011,2017-10-11,,0,Standard,0,,4.22,3-5 Years
1070,Matthew James,Finance,Female,Asian,Asia,84292,2016-10-10,,0,Standard,0,,5.23,5+ Years
1071,Victor Wilson,Finance,Male,Black,North America,89084,2020-11-06,,0,Standard,0,,1.15,1-3 Years
1072,Devon Sanders,Finance,Male,Asian,North America,48854,2016-08-16,,0,Standard,0,,5.38,5+ Years
1073,James Hale,Finance,Male,Asian,Asia,105368,2016-04-19,2021-06-15,1,Standard,0,Better Opportunity,5.16,5+ Years
1074,Logan Jackson,Finance,Male,Black,South America,106364,2017-09-16,,0,Standard,0,,4.29,3-5 Years
1075,Katrina Welch,Finance,Male,Asian,Asia,52610,2017-08-22,,0,Standard,0,,4.36,3-5 Years
1076,Victoria Robles,Finance,Male,Other,Asia,47315,2018-08-09,,0,Standard,0,,3.4,3-5 Years
1077,Shawn Thomas,Finance,Female,Asian,Asia,92544,2016-05-11,2021-12-23,1,Standard,0,Better Opportunity,5.62,5+ Years
1078,Jason Tate,Finance,Male,Asian,Asia,84464,2019-08-07,,0,High,0,,2.4,1-3 Years
1079,Michael Stevens,Finance,Male,Asian,Europe,99960,2019-01-07,,0,High,0,,2.98,1-3 Years
1080,Michael Calhoun,Finance,Female,Asian,Europe,55300,2019-11-01,,0,Standard,0,,2.17,1-3 Years
1081,Shannon Daniels,Finance,Female,Asian,Asia,58469,2021-05-24,,0,High,0,,0.61,0-1 Years
1082,Victor Willis,Finance,Female,Asian,Europe,55653,2018-04-05,,0,Standard,0,,3.74,3-5 Years
1083,Scott Diaz,Finance,Female,Asian,Asia,119184,2019-05-27,,0,Standard,0,,2.6,1-3 Years
1084,Rebecca Scott,Finance,Female,Asian,Asia,61444,2021-07-20,,0,Standard,0,,0.45,0-1 Years
1085,Deanna Nelson,Finance,Male,Black,Asia,97200,2017-08-17,,0,Standard,0,,4.38,3-5 Years
1086,Dana Barrett,Finance,Male,Asian,Europe,118691,2017-03-06,,0,Standard,0,,4.82,3-5 Years
1087,Harry Hernandez,Finance,Female,Asian,Asia,49136,2019-01-11,2021-10-08,1,Standard,0,Salary,2.74,1-3 Years
1088,Adam Cook,Finance,Male,Other,South America,42487,2020-06-19,,0,Standard,0,,1.53,1-3 Years
1089,Joseph Daugherty,Finance,Female,Other,South America,94184,2021-07-10,2021-11-16,1,Standard,0,Better Opportunity,0.35,0-1 Years
1090,Paul Moody,Finance,Male,Asian,South America,42860,2020-07-16,,0,Standard,0,,1.46,1-3 Years
1091,Andrew Brooks,Finance,Female,Asian,Europe,97638,2019-04-24,2021-06-04,1,Standard,0,Work-Life Balance,2.12,1-3 Years
1092,Thomas Manning,Finance,Male,Other,South America,81749,2016-01-16,,0,Standard,0,,5.96,5+ Years
1093,Cory Pierce,Finance,Female,Asian,South America,108841,2019-03-21,,0,Standard,0,,2.78,1-3 Years
1094,Diane Peterson,Finance,Female,Black,South America,70151,2021-04-22,2021-07-18,1,High,1,Better Opportunity,0.24,0-1 Years
1095,Dana Powers,Finance,Female,Asian,Asia,58263,2018-03-03,,0,Standard,0,,3.83,3-5 Years
1096,Melinda Middleton,Finance,Male,Asian,South America,45567,2019-02-03,,0,Standard,0,,2.91,1-3 Years
1097,Stephanie White,Finance,Female,Other,North America,110416,2016-10-06,2021-09-15,1,Standard,0,Better Opportunity,4.95,3-5 Years
1098,Rebecca Kemp,Finance,Male,Black,North America,72987,2018-05-15,,0,Standard,0,,3.63,3-5 Years
1099,Bailey Williams,Finance,Female,Other,North America,93483,2016-12-31,,0,Standard,0,,5.0,3-5 Years
1100,Jamie Johnson,Finance,Female,Other,Asia,67268,2017-07-03,2021-08-20,1,Standard,0,Salary,4.13,3-5 Years
1101,Garrett Cunningham,Finance,Male,Asian,Europe,47787,2017-06-07,,0,Standard,0,,4.57,3-5 Years
1102,Mitchell Beard,Finance,Female,Asian,North America,54404,2016-10-20,,0,Standard,0,,5.2,5+ Years
1103,Tyler Walker,Finance,Male,Black,Europe,106558,2019-06-09,,0,Standard,0,,2.56,1-3 Years
1104,Samantha Ward,Finance,Female,Black,Asia,44671,2019-06-04,,0,High,0,,2.58,1-3 Years
1105,Brett Faulkner Jr.,Finance,Female,Asian,North America,87916,2019-05-03,,0,Standard,0,,2.67,1-3 Years
1106,Jade Wright,Finance,Male,Other,North America,103946,2016-06-20,,0,High,0,,5.53,5+ Years
1107,James Horn,Finance,Male,Asian,Asia,94782,2019-11-04,,0,High,0,,2.16,1-3 Years
1108,Matthew Taylor,Finance,Female,Black,South America,101935,2021-03-01,,0,Standard,0,,0.84,0-1 Years
1109,Kelly Robinson,Finance,Female,Black,South America,111494,2020-12-11,,0,Standard,0,,1.05,1-3 Years
1110,Amanda Ford,Finance,Female,Black,Europe,85967,2020-09-29,,0,Standard,0,,1.25,1-3 Years
1111,Katherine Molina,Finance,Male,Black,North America,74273,2018-11-26,,0,High,0,,3.1,3-5 Years
1112,Alexis Larsen PhD,Finance,Female,Other,North America,100464,2017-09-18,,0,Standard,0,,4.29,3-5 Years
1113,Craig Bennett,Finance,Female,Asian,Asia,94451,2020-02-23,,0,Standard,0,,1.85,1-3 Years
1114,Robert Thomas,Finance,Male,Other,Asia,56760,2016-09-09,,0,Standard,0,,5.31,5+ Years
1115,Timothy Smith,Finance,Female,Black,Europe,53845,2017-09-14,,0,Standard,0,,4.3,3-5 Years
1116,Mary Underwood,Finance,Female,Other,North America,92292,2018-10-12,,0,High,0,,3.22,3-5 Years
1117,Jessica Ellis,Finance,Male,Asian,North America,63668,2017-09-25,,0,Standard,0,,4.27,3-5 Years
1118,Alyssa Smith,Finance,Male,Other,Europe,57403,2019-06-27,,0,Standard,0,,2.52,1-3 Years
1119,Jenna Clark,Finance,Female,Black,Asia,96635,2016-12-13,,0,Standard,0,,5.05,5+ Years
1120,Veronica Wallace,Finance,Male,Asian,South America,48431,2018-02-16,,0,Standard,0,,3.87,3-5 Years
1121,Rachel Adams,Finance,Male,Other,South America,51648,2018-05-23,,0,Standard,0,,3.61,3-5 Years
1122,Steven Tate,Finance,Female,Other,South America,92710,2020-09-18,,0,Standard,0,,1.28,1-3 Years
1123,John Lewis,Finance,Female,Asian,South America,46330,2018-03-25,,0,Standard,0,,3.77,3-5 Years
1124,James Knox,Finance,Female,Asian,North America,71710,2021-03-24,,0,Standard,0,,0.77,0-1 Years
1125,Hayden Thomas,Finance,Female,Other,South America,61019,2019-03-16,,0,Standard,0,,2.8,1-3 Years
1126,Matthew Wells,Finance,Female,Other,Europe,114162,2018-02-02,,0,Standard,0,,3.91,3-5 Years
1127,Christine Choi,Finance,Male,Other,Europe,71638,2018-09-15,,0,Standard,0,,3.3,3-5 Years
1128,Alexis Mccormick,Finance,Female,Asian,South America,111861,2019-12-15,,0,High,0,,2.05,1-3 Years
1129,Vanessa Turner,Finance,Male,Other,Asia,41255,2017-11-02,,0,Standard,0,,4.16,3-5 Years
1130,Melinda Myers,Finance,Male,Black,South America,98619,2020-05-09,2021-06-05,1,Standard,0,Salary,1.07,1-3 Years
1131,Betty Blair,Finance,Male,Black,South America,107163,2018-01-22,,0,Standard,0,,3.94,3-5 Years
1132,Stephanie Martin,Finance,Female,Asian,North America,115924,2021-01-13,,0,Standard,0,,0.96,0-1 Years
1133,Ray Hale,Finance,Male,Asian,Asia,107591,2018-08-11,,0,Standard,0,,3.39,3-5 Years
1134,April Cooke,Finance,Male,Black,Europe,117495,2020-04-25,,0,High,0,,1.68,1-3 Years
1135,Shelley Taylor,Finance,Female,Asian,North America,62890,2020-09-21,,0,Standard,0,,1.28,1-3 Years
1136,Yvonne Jacobson,Finance,Male,Other,Europe,70235,2019-05-18,,0,Standard,0,,2.62,1-3 Years
1137,Brandon Jensen,Finance,Male,Asian,North America,62482,2020-02-19,,0,Standard,0,,1.87,1-3 Years
1138,Gregory Taylor,Finance,Male,Other,Asia,108101,2016-08-16,,0,High,0,,5.38,5+ Years
1139,Tyler Ferrell,Finance,Female,Asian,Europe,115045,2016-09-13,,0,Standard,0,,5.3,5+ Years
1140,Phillip Carter,Finance,Male,Black,North America,62227,2016-03-07,,0,Standard,0,,5.82,5+ Years
1141,Richard Hughes,Finance,Male,Other,South America,44396,2017-11-27,,0,Standard,0,,4.1,3-5 Years
1142,Lisa Bush,Finance,Female,Other,South America,67457,2019-09-03,,0,Standard,0,,2.33,1-3 Years
1143,Margaret Greer,Finance,Female,Other,Asia,73655,2017-03-17,,0,Standard,0,,4.79,3-5 Years
1144,Christopher Beck,Finance,Female,Other,North America,61397,2018-01-09,,0,High,0,,3.98,3-5 Years
1145,Keith Page,Finance,Female,Asian,North America,64353,2016-03-12,2021-09-13,1,Standard,0,Better Opportunity,5.51,5+ Years
1146,Joseph West,Finance,Female,Asian,South America,76615,2017-06-14,,0,High,0,,4.55,3-5 Years
1147,Beverly Macias,Finance,Female,Black,Asia,56725,2016-11-07,,0,Standard,0,,5.15,5+ Years
1148,Briana Burns,Finance,Female,Other,South America,61949,2018-09-21,,0,Standard,0,,3.28,3-5 Years
1149,Steven Peck,Finance,Male,Other,Asia,93613,2018-10-29,,0,Standard,0,,3.18,3-5 Years
1150,Brittany Wilson,Finance,Female,Black,North America,49065,2018-09-12,,0,High,0,,3.3,3-5 Years
1151,Ernest Byrd,Finance,Female,Other,Europe,96889,2021-03-30,,0,Standard,0,,0.76,0-1 Years
1152,Mary Gutierrez,Finance,Female,Other,North America,115786,2020-09-06,,0,High,0,,1.32,1-3 Years
1153,Jason Smith,Finance,Female,Black,South America,41481,2016-07-03,2021-09-09,1,Standard,0,Better Opportunity,5.19,5+ Years
1154,Mason Hale,Finance,Female,Asian,Asia,61457,2018-10-23,,0,Standard,0,,3.19,3-5 Years
1155,Grace Harris,Finance,Male,Asian,Asia,71865,2018-04-06,,0,High,0,,3.74,3-5 Years
1156,Ronnie Woods,Finance,Male,Other,Europe,77933,2019-05-22,,0,Standard,0,,2.61,1-3 Years
1157,Leslie Bailey,Finance,Male,Asian,Asia,107165,2018-11-10,,0,Standard,0,,3.14,3-5 Years
1158,Hailey Weaver,Finance,Female,Other,Asia,68332,2016-11-26,,0,High,0,,5.1,5+ Years
1159,Earl Cruz,Finance,Male,Asian,South America,58235,2018-05-10,,0,Standard,0,,3.65,3-5 Years
1160,Isaiah Hansen,Finance,Male,Black,South America,74461,2020-01-20,,0,Standard,0,,1.95,1-3 Years
1161,Kristen Odonnell,Finance,Male,Other,North America,41050,2020-05-29,,0,Standard,0,,1.59,1-3 Years
1162,Brenda Moore,Finance,Male,Black,Europe,50119,2018-04-19,,0,Standard,0,,3.7,3-5 Years
1163,David Lee,Finance,Female,Other,South America,106101,2019-09-25,,0,Standard,0,,2.27,1-3 Years
1164,John Pacheco,Finance,Male,Other,Europe,94539,2019-11-02,,0,High,0,,2.16,1-3 Years
1165,Brian Oneal,Finance,Female,Black,Europe,72538,2018-12-23,,0,Standard,0,,3.02,3-5 Years
1166,Laura Young,Finance,Male,Other,North America,96731,2021-02-19,,0,Standard,0,,0.86,0-1 Years
1167,Victoria Carpenter,Finance,Female,Other,Asia,107444,2017-08-22,,0,High,0,,4.36,3-5 Years
1168,Kristin Christensen,Finance,Male,Asian,North America,112472,2018-08-21,,0,High,0,,3.36,3-5 Years
1169,Debbie Bass,Finance,Female,Other,Europe,102886,2017-03-07,,0,Standard,0,,4.82,3-5 Years
1170,Steven Lopez,Finance,Male,Other,North America,60048,2021-01-04,,0,Standard,0,,0.99,0-1 Years
1171,Richard Levy,Finance,Male,Black,Europe,68588,2018-04-30,,0,Standard,0,,3.67,3-5 Years
1172,Ashley Gardner PhD,Finance,Male,Black,Europe,117026,2016-09-23,,0,Standard,0,,5.27,5+ Years
1173,Jacob Shaw,Finance,Male,Other,Europe,61423,2020-08-29,,0,Standard,0,,1.34,1-3 Years
1174,Meghan Brown,Finance,Female,Other,Europe,60743,2018-11-18,,0,High,0,,3.12,3-5 Years
1175,Erika Baker,Finance,Male,Other,Europe,89416,2018-03-21,,0,High,0,,3.78,3-5 Years
1176,Vanessa Peterson,Finance,Female,Other,Asia,56651,2021-06-30,,0,High,0,,0.5,0-1 Years
1177,Steve Ellison,Finance,Female,Black,Asia,100500,2020-08-20,,0,Standard,0,,1.36,1-3 Years
1178,Matthew Harris,Finance,Female,Asian,North America,63157,2016-06-13,,0,High,0,,5.55,5+ Years
1179,Kathryn Thomas,Finance,Female,Asian,North America,91995,2018-11-29,,0,Standard,0,,3.09,3-5 Years
1180,Dr. Jessica Clements,Finance,Male,Asian,South America,53921,2020-03-21,2021-12-01,1,Standard,0,Better Opportunity,1.7,1-3 Years
1181,Brad Berg,Finance,Female,Black,Europe,44450,2018-11-30,,0,Standard,0,,3.09,3-5 Years
1182,Matthew Dillon,Finance,Male,Other,Asia,85373,2016-01-17,,0,Standard,0,,5.96,5+ Years
1183,Bob Bradford,Finance,Male,Asian,North America,50295,2017-01-29,,0,Standard,0,,4.92,3-5 Years
1184,Mitchell Esparza,Finance,Female,Black,South America,76511,2021-04-05,,0,Standard,0,,0.74,0-1 Years
1185,Julie Guerrero,Finance,Male,Asian,Europe,52259,2019-12-27,2021-12-26,1,Standard,0,Management Issues,2.0,1-3 Years
1186,David Smith,Finance,Male,Black,North America,65963,2020-02-05,,0,Standard,0,,1.9,1-3 Years
1187,Courtney Walker,Finance,Male,Black,Europe,49723,2017-07-19,,0,High,0,,4.45,3-5 Years
1188,Matthew Black,Finance,Male,Other,North America,105195,2019-11-27,,0,Standard,0,,2.1,1-3 Years
1189,Robert Hayes,Finance,Female,Other,Asia,50971,2019-11-07,,0,High,0,,2.15,1-3 Years
1190,Edward Davis,Finance,Female,Other,South America,96170,2018-03-06,,0,Standard,0,,3.82,3-5 Years
1191,Peter Patterson,Finance,Male,Other,South America,88499,2018-10-19,,0,Standard,0,,3.2,3-5 Years
1192,Bianca Chambers,Finance,Male,Black,Asia,98951,2019-02-07,,0,High,0,,2.9,1-3 Years
1193,Rachel Williams,Finance,Male,Other,South America,44356,2019-11-29,2021-11-11,1,Standard,0,Better Opportunity,1.95,1-3 Years
1194,Robert Nguyen,Finance,Male,Other,Europe,49984,2016-01-01,,0,Standard,0,,6.0,5+ Years
1195,Dr. Morgan Manning,Finance,Female,Asian,Asia,98810,2020-02-24,,0,High,0,,1.85,1-3 Years
1196,Tammy Smith,Finance,Female,Asian,Europe,49556,2016-09-14,,0,High,0,,5.3,5+ Years
1197,Suzanne Moreno,Finance,Male,Black,North America,66948,2018-05-21,,0,High,0,,3.62,3-5 Years
1198,Jordan Crawford,Finance,Male,Other,South America,82478,2019-03-31,2021-08-02,1,Standard,0,Better Opportunity,2.34,1-3 Years
1199,John Hubbard,Finance,Female,Other,Europe,97086,2020-03-04,,0,Standard,0,,1.83,1-3 Years
1200,Barbara Rodriguez,Finance,Male,Other,Europe,67681,2016-09-12,,0,Standard,0,,5.3,5+ Years
1201,William Wheeler,Finance,Female,Other,Asia,59776,2016-06-25,2021-10-16,1,Standard,0,Management Issues,5.31,5+ Years
1202,Michele Curtis,Finance,Female,Black,Asia,79535,2020-03-13,,0,Standard,0,,1.8,1-3 Years
1203,David Davis,Finance,Male,Black,South America,96313,2019-03-26,,0,High,0,,2.77,1-3 Years
1204,Jose Clark,Finance,Female,Black,Europe,101299,2021-01-14,,0,Standard,0,,0.96,0-1 Years
1205,Shawn Brown,Finance,Male,Black,Asia,102512,2021-02-10,,0,Standard,0,,0.89,0-1 Years
1206,Andrea Lopez,Finance,Male,Asian,Asia,42375,2017-03-10,,0,Standard,0,,4.81,3-5 Years
1207,Crystal Martin,Finance,Female,Other,North America,99707,2019-01-19,,0,Standard,0,,2.95,1-3 Years
1208,Robert Buchanan,Finance,Female,Asian,Asia,118361,2021-06-02,,0,Standard,0,,0.58,0-1 Years
1209,Bruce Mclaughlin,Finance,Male,Asian,Europe,100768,2017-11-05,2021-12-06,1,High,1,Better Opportunity,4.09,3-5 Years
1210,Valerie Diaz,Finance,Female,Asian,Asia,116593,2019-03-17,,0,High,0,,2.79,1-3 Years
1211,Matthew Smith,Finance,Female,Asian,North America,40959,2017-04-08,2021-07-16,1,Standard,0,Management Issues,4.27,3-5 Years
1212,Darren Schneider,Finance,Female,Other,Europe,102880,2020-09-27,,0,High,0,,1.26,1-3 Years
1213,Julie Butler,Finance,Male,Black,Asia,79950,2019-11-29,,0,Standard,0,,2.09,1-3 Years
1214,Jose Cain,Finance,Male,Black,Europe,119426,2016-08-12,,0,Standard,0,,5.39,5+ Years
1215,Nicole Owens,Finance,Male,Other,Europe,99008,2019-06-30,,0,High,0,,2.51,1-3 Years
1216,David Rogers,Finance,Female,Other,South America,57265,2019-10-25,,0,High,0,,2.19,1-3 Years
1217,Jennifer Rodriguez,Finance,Male,Black,North America,58498,2019-05-06,2021-10-19,1,Standard,0,Work-Life Balance,2.46,1-3 Years
1218,Larry Acevedo,Finance,Female,Asian,North America,105243,2016-12-28,,0,Standard,0,,5.01,5+ Years
1219,David Hernandez,Finance,Male,Asian,Asia,68783,2017-03-29,,0,Standard,0,,4.76,3-5 Years
1220,Jennifer James,Finance,Male,Black,Europe,56294,2021-02-03,,0,Standard,0,,0.91,0-1 Years
1221,Mr. Zachary Wheeler,Finance,Male,Black,Asia,79367,2020-04-28,,0,Standard,0,,1.68,1-3 Years
